Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,sorting,strain/genotype,TISSUE,grna,strain/cell_line
SRR5339758,OTHER,98,20904088548,PRJNA378980,SAMN06564305,9551691899,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2636666,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:42:00Z,1,GSM2533818,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339759,OTHER,98,4411201284,PRJNA378980,SAMN06564305,2060434953,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2636666,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T02:53:00Z,1,GSM2533818,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339760,OTHER,98,24020844974,PRJNA378980,SAMN06564305,11708954098,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2636666,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-04-20T09:49:00Z,1,GSM2533818,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339761,OTHER,98,23992421838,PRJNA378980,SAMN06564305,11703383181,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2636666,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:41:00Z,1,GSM2533818,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339762,OTHER,98,4410000196,PRJNA378980,SAMN06564304,2047849635,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2636667,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-04-03T10:41:00Z,1,GSM2533819,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339763,OTHER,98,24485223560,PRJNA378980,SAMN06564304,12111828483,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2636667,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:18:00Z,1,GSM2533819,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339764,OTHER,98,24521382816,PRJNA378980,SAMN06564304,12144686839,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2636667,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:20:00Z,1,GSM2533819,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339765,OTHER,98,4410065856,PRJNA378980,SAMN06564304,2023917600,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2636667,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-04-03T10:35:00Z,1,GSM2533819,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339766,OTHER,98,24023207558,PRJNA378980,SAMN06564304,11764874971,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2636667,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T05:02:00Z,1,GSM2533819,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339767,OTHER,98,24038687050,PRJNA378980,SAMN06564304,11788239192,GEO,public,"fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2636667,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:29:00Z,1,GSM2533819,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339768,OTHER,98,24151839222,PRJNA378980,SAMN06564304,11815486449,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2636667,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:46:00Z,1,GSM2533819,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339769,OTHER,98,4268794152,PRJNA378980,SAMN06564303,2172669321,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T02:54:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339770,OTHER,98,4411001266,PRJNA378980,SAMN06564303,2216182711,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T02:54:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339771,OTHER,98,24264181130,PRJNA378980,SAMN06564303,11811487391,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T05:05:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339772,OTHER,98,24083636220,PRJNA378980,SAMN06564303,11732837568,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:31:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339773,OTHER,98,23997419446,PRJNA378980,SAMN06564303,11688083061,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:52:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339774,OTHER,98,23965563468,PRJNA378980,SAMN06564303,11672572689,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:38:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339775,OTHER,98,23195546206,PRJNA378980,SAMN06564303,11289986050,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:47:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339776,OTHER,98,23247775208,PRJNA378980,SAMN06564303,11299841882,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:27:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339777,OTHER,98,23336917380,PRJNA378980,SAMN06564303,11298198179,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:20:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339778,OTHER,98,4411490384,PRJNA378980,SAMN06564303,2231046522,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:02:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339779,OTHER,98,24168054890,PRJNA378980,SAMN06564303,12039909902,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:29:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339780,OTHER,98,24067878310,PRJNA378980,SAMN06564303,12014075195,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:39:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339781,OTHER,98,24093052942,PRJNA378980,SAMN06564303,12015613292,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:35:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339782,OTHER,98,24114007792,PRJNA378980,SAMN06564303,11985810895,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2636668,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:37:00Z,1,GSM2533820,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339783,OTHER,98,4410801248,PRJNA378980,SAMN06564302,2096411315,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2636669,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:11:00Z,1,GSM2533821,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339784,OTHER,98,24115308154,PRJNA378980,SAMN06564302,11645606354,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2636669,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:04:00Z,1,GSM2533821,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339785,OTHER,98,24028704770,PRJNA378980,SAMN06564302,11625683779,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2636669,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:17:00Z,1,GSM2533821,embryonic stem cells (ES),SRP101791,GFP+/G0G1+,Oct4-GFP,embryonic stem cells (ES),,
SRR5339786,OTHER,98,4410622790,PRJNA378980,SAMN06564301,2172033572,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2636670,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:11:00Z,1,GSM2533822,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339787,OTHER,98,20487768672,PRJNA378980,SAMN06564301,9231612719,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2636670,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:59:00Z,1,GSM2533822,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339788,OTHER,98,24722499200,PRJNA378980,SAMN06564301,12263254007,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2636670,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:06:00Z,1,GSM2533822,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339789,OTHER,98,4395021386,PRJNA378980,SAMN06564301,2212048660,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2636670,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:12:00Z,1,GSM2533822,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339790,OTHER,98,21020127506,PRJNA378980,SAMN06564301,10496154024,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2636670,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:58:00Z,1,GSM2533822,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339791,OTHER,98,25443286358,PRJNA378980,SAMN06564301,13005643695,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2636670,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:33:00Z,1,GSM2533822,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339792,OTHER,98,25432399244,PRJNA378980,SAMN06564301,12989633867,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX2636670,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:23:00Z,1,GSM2533822,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339793,OTHER,98,4410447664,PRJNA378980,SAMN06564236,2414587302,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:08:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339794,OTHER,98,21402753414,PRJNA378980,SAMN06564236,10119065387,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:17:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339795,OTHER,98,21443971724,PRJNA378980,SAMN06564236,10145762179,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:58:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339796,OTHER,98,21568792854,PRJNA378980,SAMN06564236,10468486067,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:10:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339797,OTHER,98,25476916724,PRJNA378980,SAMN06564236,12846281953,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:47:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339798,OTHER,98,25406296062,PRJNA378980,SAMN06564236,12785712709,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:41:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339799,OTHER,98,25504355352,PRJNA378980,SAMN06564236,12820962592,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:13:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339800,OTHER,98,4410554582,PRJNA378980,SAMN06564236,2419083815,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:03:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339801,OTHER,98,21569168488,PRJNA378980,SAMN06564236,10190218431,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:09:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339802,OTHER,98,21430430182,PRJNA378980,SAMN06564236,10158843585,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:18:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339803,OTHER,98,21414263808,PRJNA378980,SAMN06564236,10132377571,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2636671,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:37:00Z,1,GSM2533823,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339804,OTHER,98,4411674428,PRJNA378980,SAMN06564235,2155438602,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2636672,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:07:00Z,1,GSM2533824,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
